à‚ì`éqfamily	ê∂ï®éÌ	diez_vk	diez_cby	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB		OC_count
yir	pyo		PY06495	PY06495	PY06495   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir UPF0223 Lipase_GDSL Gp-FAR-1 MinE	Cir_Bir_Yir/1	PY06495		819
yir	pyo		PY06606	PY06606	PY06606   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir Retrotran_gag_2	Cir_Bir_Yir/1	PY06606		819
yir	pyo		PY06743	PY06743	PY06743   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY06743		819
yir	pyo		PY07391	PY07391	PY07391   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir zf-C4H2 She9_MDM33	Cir_Bir_Yir/1	PY07391		819
yir	pyo		PY07466	PY07466	PY07466   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir PgaD	Cir_Bir_Yir/1	PY07466		819
yir	pyo		PY00001	PY00001	PY00001   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00001		819
yir	pyo		PY00098	PY00098	PY00098   hypothetical protein		OC.529985	301	907	Cir_Bir_Yir PfUIS3	Cir_Bir_Yir/1	PY00098		819
yir	pyo		PY03190	PY03190	PY03190   hypothetical protein		OC.529985	301	906	Cir_Bir_Yird GIT1_Cd DUF1793d DUF4064	Cir_Bir_Yir/1	PY03190		819
yir	pyo		PY03402	PY03402	PY03402   hypothetical protein		OC.529985	301	906	Cir_Bir_Yird GIT1_Cd DUF1793d DUF4064d DUF1049	Cir_Bir_Yir/1	PY03402		819
yir	pyo		PY04267	PY04267	PY04267   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir DUF745	Cir_Bir_Yir/1	PY04267		819
yir	pyo		PY04736	PY04736	PY04736   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir DUF1049 Vac14_Fab1_bd zf-AD CPG4	Cir_Bir_Yir/1	PY04736		819
yir	pyo		PY04806	PY04806	PY04806   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04806		819
yir	pyo		PY04856	PY04856	PY04856   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04856		819
yir	pyo		PY06031	PY06031	PY06031   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir GIT1_C DUF1043 CPG4	Cir_Bir_Yir/1	PY06031		819
yir	pyo		PY06204	PY06204	PY06204   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir Retrotran_gag_2	Cir_Bir_Yir/1	PY06204		819
yir	pyo		PY06754	PY06754	PY06754   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06754		819
yir	pyo		PY06803	PY06803	PY06803   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06803		819
yir	pyo		PY07080	PY07080	PY07080   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07080		819
yir	pyo		PY07163	PY07163	PY07163   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY07163		819
yir	pyo		PY07359	PY07359	PY07359   hypothetical protein		OC.529985	301	906	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY07359		819
yir	pyo		PY00350	PY00350	PY00350   hypothetical protein		OC.529985	302	909	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00350		819
yir	pyo		PY01162	PY01162	PY01162   hypothetical protein		OC.529985	302	909	Cir_Bir_Yir DUF2420 INT_SG_DDX_CT_C	Cir_Bir_Yir/1	PY01162		819
yir	pyo		PY02664	PY02664	PY02664   hypothetical protein		OC.529985	302	909	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02664		819
yir	pyo		PY04516	PY04516	PY04516   hypothetical protein		OC.529985	302	909	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY04516		819
yir	pyo		PY06621	PY06621	PY06621   hypothetical protein		OC.529985	302	909	Cir_Bir_Yir Na_Ca_ex	Cir_Bir_Yir/1	PY06621		819
yir	pyo		PY06982	PY06982	PY06982   hypothetical protein		OC.529985	302	909	Cir_Bir_Yird FAM86d NAD_binding_6d ISK_Channeld PSDCd DUF4064	Cir_Bir_Yir/1	PY06982		819
yir	pyo		PY07132	PY07132	PY07132   hypothetical protein		OC.529985	302	909	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07132		819
yir	pyo		PY07284	PY07284	PY07284   hypothetical protein		OC.529985	302	909	Cir_Bir_Yir T3SchapCesA DAG1	Cir_Bir_Yir/1	PY07284		819
yir	pyo		PY00089	PY00089	PY00089   hypothetical protein		OC.529985	303	912	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00089		819
yir	pyo		PY03592	PY03592	PY03592   hypothetical protein		OC.529985	303	912	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03592		819
yir	pyo		PY03985	PY03985	PY03985   hypothetical protein		OC.529985	303	912	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03985		819
yir	pyo		PY04204	PY04204	PY04204   hypothetical protein		OC.529985	303	912	Cir_Bir_Yir Mad3_BUB1_I	Cir_Bir_Yir/1	PY04204		819
yir	pyo		PY06267	PY06267	PY06267   hypothetical protein		OC.529985	303	912	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06267		819
yir	pyo		PY06782	PY06782	PY06782   hypothetical protein		OC.529985	303	912	Cir_Bir_Yir Macoilin	Cir_Bir_Yir/1	PY06782		819
yir	pyo		PY01099	PY01099	PY01099   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir GalP_UDP_transf	Cir_Bir_Yir/1	PY01099		819
yir	pyo		PY01774	PY01774	PY01774   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01774		819
yir	pyo		PY02298	PY02298	PY02298   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir MRP-S23 DUF1049	Cir_Bir_Yir/1	PY02298		819
yir	pyo		PY02652	PY02652	PY02652   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02652		819
yir	pyo		PY03729	PY03729	PY03729   hypothetical protein		OC.529985	304	915	Cir_Bir_Yird APG17d zf-ADd MRP-S23d DUF4064d	Cir_Bir_Yir/1	PY03729		819
yir	pyo		PY05701	PY05701	PY05701   hypothetical protein		OC.529985	304	917	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY05701		819
yir	pyo		PY05769	PY05769	PY05769   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05769		819
yir	pyo		PY06141	PY06141	PY06141   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir ATPase_gene1	Cir_Bir_Yir/1	PY06141		819
yir	pyo		PY06172	PY06172	PY06172   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir ApoO	Cir_Bir_Yir/1	PY06172		819
yir	pyo		PY06807	PY06807	PY06807   hypothetical protein		OC.529985	304	916	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06807		819
yir	pyo		PY07027	PY07027	PY07027   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07027		819
yir	pyo		PY07413	PY07413	PY07413   hypothetical protein		OC.529985	304	915	Cir_Bir_Yir CAT T3SchapCesA Bap31	Cir_Bir_Yir/1	PY07413		819
yir	pyo		PY00300	PY00300	PY00300   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir Corona_NSP4_C	Cir_Bir_Yir/1	PY00300		819
yir	pyo		PY02364	PY02364	PY02364   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir zf-C4H2 IL5	Cir_Bir_Yir/1	PY02364		819
yir	pyo		PY02734	PY02734	PY02734   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir T3SchapCesA GIT1_C	Cir_Bir_Yir/1	PY02734		819
yir	pyo		PY03358	PY03358	PY03358   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY03358		819
yir	pyo		PY03741	PY03741	PY03741   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir CBP_CCPA	Cir_Bir_Yir/1	PY03741		819
yir	pyo		PY04144	PY04144	PY04144   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04144		819
yir	pyo		PY04514	PY04514	PY04514   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir PSDC PY04514	Cir_Bir_Yir/1	PY04514		819
yir	pyo		PY04855	PY04855	PY04855   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY04855		819
yir	pyo		PY04998	PY04998	PY04998   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir Med7 MRP-S23	Cir_Bir_Yir/1	PY04998		819
yir	pyo		PY05349	PY05349	PY05349   hypothetical protein		OC.529985	305	919	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY05349		819
yir	pyo		PY05626	PY05626	PY05626   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY05626		819
yir	pyo		PY05943	PY05943	PY05943   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir ParB tRNA_anti-like	Cir_Bir_Yir/1	PY05943		819
yir	pyo		PY06153	PY06153	PY06153   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06153		819
yir	pyo		PY06294	PY06294	PY06294   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir Polyoma_lg_T_C DUF1049 Oxygenase-NA zf-AD	Cir_Bir_Yir/1	PY06294		819
yir	pyo		PY07052	PY07052	PY07052   hypothetical protein		OC.529985	305	918	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07052		819
yir	pyo		PY03066	PY03066	PY03066   hypothetical protein		OC.529985	306	921	Cir_Bir_Yir zf-C4H2 PAS_9 RPW8 F_actin_bind MRP-S23	Cir_Bir_Yir/1	PY03066		819
yir	pyo		PY03355	PY03355	PY03355   hypothetical protein		OC.529985	306	921	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY03355		819
yir	pyo		PY05010	PY05010	PY05010   hypothetical protein		OC.529985	306	921	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY05010		819
yir	pyo		PY05350	PY05350	PY05350   hypothetical protein		OC.529985	306	921	Cir_Bir_Yir APG17	Cir_Bir_Yir/1	PY05350		819
yir	pyo		PY05816	PY05816	PY05816   hypothetical protein		OC.529985	306	921	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05816		819
yir	pyo		PY06062	PY06062	PY06062   hypothetical protein		OC.529985	306	921	Cir_Bir_Yir Endonuc-BglII MRP-S23 DUF4064	Cir_Bir_Yir/1	PY06062		819
yir	pyo		PY06686	PY06686	PY06686   hypothetical protein		OC.529985	306	921	Cir_Bir_Yird GIT1_Cd DUF1793d Vma12d OAD_gammad	Cir_Bir_Yir/1	PY06686		819
yir	pyo		PY07354	PY07354	PY07354   hypothetical protein		OC.529985	306	921	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY07354		819
yir	pyo		PY00213	PY00213	PY00213   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00213		819
yir	pyo		PY01595	PY01595	PY01595   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir DUF1461	Cir_Bir_Yir/1	PY01595		819
yir	pyo		PY01706	PY01706	PY01706   hypothetical protein		OC.529985	307	923	Cir_Bir_Yir TSNAXIP1_N GIT1_C MRP-S23 Orthopox_A5L DUF5082	Cir_Bir_Yir/1	PY01706		819
yir	pyo		PY02614	PY02614	PY02614   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir DUF1049  DUF4064	Cir_Bir_Yir/1	PY02614		819
yir	pyo		PY03632	PY03632	PY03632   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir Glyco_hydro_67C RPW8 T3SchapCesA	Cir_Bir_Yir/1	PY03632		819
yir	pyo		PY03784	PY03784	PY03784   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03784		819
yir	pyo		PY04396	PY04396	PY04396   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04396		819
yir	pyo		PY05027	PY05027	PY05027   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05027		819
yir	pyo		PY05220	PY05220	PY05220   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir Synaptobrevin	Cir_Bir_Yir/1	PY05220		819
yir	pyo		PY05301	PY05301	PY05301   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir TarH	Cir_Bir_Yir/1	PY05301		819
yir	pyo		PY06611	PY06611	PY06611   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06611		819
yir	pyo		PY06763	PY06763	PY06763   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir IL5	Cir_Bir_Yir/1	PY06763		819
yir	pyo		PY07021	PY07021	PY07021   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY07021		819
yir	pyo		PY07314	PY07314	PY07314   hypothetical protein		OC.529985	307	924	Cir_Bir_Yir Glyco_hydro_19 Retrotran_gag_2	Cir_Bir_Yir/1	PY07314		819
yir	pyo		PY00500	PY00500	PY00500   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir DUF1748	Cir_Bir_Yir/1	PY00500		819
yir	pyo		PY00989	PY00989	PY00989   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir BLVR APG17	Cir_Bir_Yir/1	PY00989		819
yir	pyo		PY01318	PY01318	PY01318   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir UPF0223 DUF1049	Cir_Bir_Yir/1	PY01318		819
yir	pyo		PY02517	PY02517	PY02517   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir Fe_bilin_red	Cir_Bir_Yir/1	PY02517		819
yir	pyo		PY03564	PY03564	PY03564   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir T3SchapCesA FbpA Rhomboid_N	Cir_Bir_Yir/1	PY03564		819
yir	pyo		PY03809	PY03809	PY03809   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir DUF596	Cir_Bir_Yir/1	PY03809		819
yir	pyo		PY04383	PY04383	PY04383   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04383		819
yir	pyo		PY04601	PY04601	PY04601   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04601		819
yir	pyo		PY04795	PY04795	PY04795   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir Retrotran_gag_2	Cir_Bir_Yir/1	PY04795		819
yir	pyo		PY04988	PY04988	PY04988   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir ATP13 Retrotran_gag_2	Cir_Bir_Yir/1	PY04988		819
yir	pyo		PY05617	PY05617	PY05617   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir FbpA RPW8	Cir_Bir_Yir/1	PY05617		819
yir	pyo		PY05671	PY05671	PY05671   hypothetical protein		OC.529985	308	927	Cir_Bir_Yir PCRF DUF1705	Cir_Bir_Yir/1	PY05671		819
yir	pyo		PY07426	PY07426	PY07426   hypothetical protein		OC.529985	308	927	Cir_Bir_Yird Ion_transd DUF2039d DUF4064	Cir_Bir_Yir/1	PY07426		819
yir	pyo		PY01174	PY01174	PY01174   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir DUF4167 MRP-S23	Cir_Bir_Yir/1	PY01174		819
yir	pyo		PY01383	PY01383	PY01383   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY01383		819
yir	pyo		PY02543	PY02543	PY02543   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02543		819
yir	pyo		PY02562	PY02562	PY02562   hypothetical protein		OC.529985	309	930	Cir_Bir_Yird Retrotran_gag_2d DUF4167d DUF4064d	Cir_Bir_Yir/1	PY02562		819
yir	pyo		PY02928	PY02928	PY02928   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir CCDC84	Cir_Bir_Yir/1	PY02928		819
yir	pyo		PY05442	PY05442	PY05442   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05442		819
yir	pyo		PY05507	PY05507	PY05507   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir Retrotran_gag_2	Cir_Bir_Yir/1	PY05507		819
yir	pyo		PY05909	PY05909	PY05909   hypothetical protein		OC.529985	309	931	Cir_Bir_Yir Na_Ca_ex	Cir_Bir_Yir/1	PY05909		819
yir	pyo		PY06482	PY06482	PY06482   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir DUF3021	Cir_Bir_Yir/1	PY06482		819
yir	pyo		PY06755	PY06755	PY06755   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir ARD	Cir_Bir_Yir/1	PY06755		819
yir	pyo		PY07125	PY07125	PY07125   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir PTN_MK_N	Cir_Bir_Yir/1	PY07125		819
yir	pyo		PY07293	PY07293	PY07293   hypothetical protein		OC.529985	309	930	Cir_Bir_Yir APG17 Retrotran_gag_2 RPW8	Cir_Bir_Yir/1	PY07293		819
yir	pyo		PY07474	PY07474	PY07474   hypothetical protein		OC.529985	309	930	Cir_Bir_Yird zf-C4H2d Peptidase_S46d RNA_pol_Rpb1_1d APG17d Lsr2	Cir_Bir_Yir/1	PY07474		819
yir	pyo		PY01842	PY01842	PY01842   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir PA28_beta Retrotran_gag_2 GAS	Cir_Bir_Yir/1	PY01842		819
yir	pyo		PY03401	PY03401	PY03401   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03401		819
yir	pyo		PY03944	PY03944	PY03944   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir ProRS-C_1	Cir_Bir_Yir/1	PY03944		819
yir	pyo		PY04053	PY04053	PY04053   hypothetical protein		OC.529985	310	933	Cir_Bir_Yird Retrotran_gag_2d	Cir_Bir_Yir/1	PY04053		819
yir	pyo		PY04082	PY04082	PY04082   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04082		819
yir	pyo		PY04964	PY04964	PY04964   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY04964		819
yir	pyo		PY05242	PY05242	PY05242   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir Retrotran_gag_2	Cir_Bir_Yir/1	PY05242		819
yir	pyo		PY05927	PY05927	PY05927   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir DTHCT	Cir_Bir_Yir/1	PY05927		819
yir	pyo		PY07099	PY07099	PY07099   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07099		819
yir	pyo		PY07134	PY07134	PY07134   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY07134		819
yir	pyo		PY07397	PY07397	PY07397   hypothetical protein		OC.529985	310	933	Cir_Bir_Yir SUR7 2HCT	Cir_Bir_Yir/1	PY07397		819
yir	pyo		PY02183	PY02183	PY02183   hypothetical protein		OC.529985	311	936	Cir_Bir_Yir ABC2_membrane_3 AATF-Che1	Cir_Bir_Yir/1	PY02183		819
yir	pyo		PY02469	PY02469	PY02469   hypothetical protein		OC.529985	311	936	Cir_Bir_Yir ANTH Cytochrom_C_asm Sigma_reg_N RPW8 Retrotran_gag_2	Cir_Bir_Yir/1	PY02469		819
yir	pyo		PY02522	PY02522	PY02522   hypothetical protein		OC.529985	311	936	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02522		819
yir	pyo		PY03904	PY03904	PY03904   hypothetical protein		OC.529985	311	936	Cir_Bir_Yir DUF4167	Cir_Bir_Yir/1	PY03904		819
yir	pyo		PY03967	PY03967	PY03967   hypothetical protein		OC.529985	311	936	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03967		819
yir	pyo		PY06340	PY06340	PY06340   hypothetical protein		OC.529985	311	936	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06340		819
yir	pyo		PY07264	PY07264	PY07264   hypothetical protein		OC.529985	311	936	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07264		819
yir	pyo		PY02357	PY02357	PY02357   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02357		819
yir	pyo		PY02727	PY02727	PY02727   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir MRP-S23 Goodbye DUF4167	Cir_Bir_Yir/1	PY02727		819
yir	pyo		PY02831	PY02831	PY02831   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02831		819
yir	pyo		PY03400	PY03400	PY03400   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03400		819
yir	pyo		PY03825	PY03825	PY03825   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir MRP-S23 DUF4064	Cir_Bir_Yir/1	PY03825		819
yir	pyo		PY03906	PY03906	PY03906   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir Sigma_reg_N MRP-S23	Cir_Bir_Yir/1	PY03906		819
yir	pyo		PY03974	PY03974	PY03974   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03974		819
yir	pyo		PY04511	PY04511	PY04511   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY04511		819
yir	pyo		PY04537	PY04537	PY04537   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir Shisa DUF912 DUF1049 DUF1033 MRP-S23	Cir_Bir_Yir/1	PY04537		819
yir	pyo		PY06851	PY06851	PY06851   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06851		819
yir	pyo		PY07460	PY07460	PY07460   hypothetical protein		OC.529985	312	939	Cir_Bir_Yir FAM184 Retrotran_gag_2	Cir_Bir_Yir/1	PY07460		819
yir	pyo		PY00173	PY00173	PY00173   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir Peptidase_M56	Cir_Bir_Yir/1	PY00173		819
yir	pyo		PY00635	PY00635	PY00635   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir UBN2 MRP-S23 DUF1049	Cir_Bir_Yir/1	PY00635		819
yir	pyo		PY04221	PY04221	PY04221   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04221		819
yir	pyo		PY05637	PY05637	PY05637   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir Polyoma_lg_T_C	Cir_Bir_Yir/1	PY05637		819
yir	pyo		PY05698	PY05698	PY05698   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir dNK FliS	Cir_Bir_Yir/1	PY05698		819
yir	pyo		PY05923	PY05923	PY05923   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05923		819
yir	pyo		PY06649	PY06649	PY06649   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir Lipase_GDSL MRP-S23 Serum_albumin	Cir_Bir_Yir/1	PY06649		819
yir	pyo		PY07457	PY07457	PY07457   hypothetical protein		OC.529985	313	942	Cir_Bir_Yir Bromodomain	Cir_Bir_Yir/1	PY07457		819
yir	pyo		PY00279	PY00279	PY00279   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir Mt_ATP-synt_D	Cir_Bir_Yir/1	PY00279		819
yir	pyo		PY00488	PY00488	PY00488   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir UBN2	Cir_Bir_Yir/1	PY00488		819
yir	pyo		PY01079	PY01079	PY01079   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir ANAPC5 Phage_Integr_2	Cir_Bir_Yir/1	PY01079		819
yir	pyo		PY01597	PY01597	PY01597   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir DUF4203 vWF_A	Cir_Bir_Yir/1	PY01597		819
yir	pyo		PY01788	PY01788	PY01788   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir DUF3053 RPW8 ING	Cir_Bir_Yir/1	PY01788		819
yir	pyo		PY02449	PY02449	PY02449   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir MGC-24 MinE	Cir_Bir_Yir/1	PY02449		819
yir	pyo		PY03398	PY03398	PY03398   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03398		819
yir	pyo		PY03747	PY03747	PY03747   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir Retrotran_gag_2	Cir_Bir_Yir/1	PY03747		819
yir	pyo		PY04052	PY04052	PY04052   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir PhaP_Bmeg Fe_bilin_red	Cir_Bir_Yir/1	PY04052		819
yir	pyo		PY05669	PY05669	PY05669   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05669		819
yir	pyo		PY05826	PY05826	PY05826   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05826		819
yir	pyo		PY05873	PY05873	PY05873   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir DUF1049 EAL	Cir_Bir_Yir/1	PY05873		819
yir	pyo		PY06536	PY06536	PY06536   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir Cnd1	Cir_Bir_Yir/1	PY06536		819
yir	pyo		PY06834	PY06834	PY06834   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir DUF4064 DUF3195	Cir_Bir_Yir/1	PY06834		819
yir	pyo		PY07068	PY07068	PY07068   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07068		819
yir	pyo		PY07147	PY07147	PY07147   hypothetical protein		OC.529985	314	945	Cir_Bir_Yir MCM_N	Cir_Bir_Yir/1	PY07147		819
yir	pyo		PY00055	PY00055	PY00055   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir HCO3_cotransp MGC-24	Cir_Bir_Yir/1	PY00055		819
yir	pyo		PY01578	PY01578	PY01578   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01578		819
yir	pyo		PY02263	PY02263	PY02263   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir OAD_gamma	Cir_Bir_Yir/1	PY02263		819
yir	pyo		PY03596	PY03596	PY03596   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03596		819
yir	pyo		PY03979	PY03979	PY03979   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir Gemini_AL1	Cir_Bir_Yir/1	PY03979		819
yir	pyo		PY04423	PY04423	PY04423   hypothetical protein		OC.529985	315	948	Cir_Bir_Yird Retrotran_gag_2d DUF4064	Cir_Bir_Yir/1	PY04423		819
yir	pyo		PY04696	PY04696	PY04696   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir APG17 RPW8	Cir_Bir_Yir/1	PY04696		819
yir	pyo		PY06168	PY06168	PY06168   hypothetical protein		OC.529985	315	948	Cir_Bir_Yir DUF4203 DUF4064	Cir_Bir_Yir/1	PY06168		819
