à‚ì`éqfamily	ê∂ï®éÌ	diez_rs	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB	AB-type
rifin	pfd		PFDG_05336	PFDG_05336   predicted protein		OC.530158	125	378	Rifin_STEVOR TMEM154 DUF443 DUF1180 DUF2207 DUF4083 DUF4271 PspB DUF912 BatD DUF3377 YajC Adeno_E3_CR2 Baculo_11_kDa P12 ECSCR Sigma_reg_N Amnionless MSC TRAP_alpha DUF4366 Vpu Shisa SIT	Rifin_STEVOR/1 DUF1180/1 TMEM154/1 DUF443/1	PFDG_05336
rifin	pfd		PFDG_05234	PFDG_05234   predicted protein		OC.530158	70	212	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_05234
rifin	pfd		PFDG_05180	PFDG_05180   predicted protein		OC.741695	208	747	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_05180
rifin	pfd		PFDG_05028	PFDG_05028   predicted protein		OC.530158	154	465	Rifin_STEVOR Apolipoprotein RHD3 Spore_III_AB zinc_ribbon_2 ApoLp-III Phasin DUF3987 RGM_N AbLIM_anchor Sds3 DUF1848 Nup88 NEMO	Rifin_STEVOR/1 Apolipoprotein/1	PFDG_05028
rifin	pfd		PFDG_04996	PFDG_04996   predicted protein		OC.530158	133	402	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_04996
rifin	pfd		PFDG_04957	PFDG_04957   conserved hypothetical protein		OC.530158	189	723	Rifin_STEVOR AAT AbLIM_anchor DUF604	Rifin_STEVOR/1	PFDG_04957
rifin	pfd		PFDG_04941	PFDG_04941   predicted protein		OC.530158	224	979	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_04941
rifin	pfd		PFDG_04935	PFDG_04935   predicted protein		OC.530158	106	321	Rifin_STEVOR TMEM154 DUF3377 DUF4448 Baculo_E56 TctA DUF1191 DUF912 DUF2207 PspB DUF1180 Adeno_E3_CR2 Herpes_gE IncA ASFV_J13L Amnionless Baculo_11_kDa DAP10 Sigma_reg_N DUF4381 EphA2_TM DUF3810 Syndecan Vpu Protocadherin Glycophorin_A ECSCR	TMEM154/1 Rifin_STEVOR/1 Baculo_E56/1 DUF3377/1	PFDG_04935
rifin	pfd		PFDG_04911	PFDG_04911   predicted protein		OC.530158	291	876	Rifin_STEVOR PalH DUF2207 ABC2_membrane_3 TMEM154 ECSCR DUF912 DUF1180 PspB	Rifin_STEVOR/1	PFDG_04911
rifin	pfd		PFDG_04839	PFDG_04839   predicted protein		OC.530158	265	798	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_04839
rifin	pfd		PFDG_04825	PFDG_04825   predicted protein		OC.530158	298	1043	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_04825
rifin	pfd		PFDG_04807	PFDG_04807   conserved hypothetical protein		OC.530158	278	837	Rifin_STEVOR DUF443 DUF2207 DUF912 SecD_SecF PspB Glycophorin_A DUF4199 TMEM154 Baculo_11_kDa Lamp DUF1180 Syndecan MotA_ExbB ECSCR	Rifin_STEVOR/1	PFDG_04807
rifin	pfd		PFDG_04789	PFDG_04789   conserved hypothetical protein		OC.530158	298	897	Rifin_STEVOR DUF2207 PspB DUF912 TMEM154 DUF4381 Glucos_trans_II ABC2_membrane_3 Shisa DUF3377 ASFV_J13L TMEM132D_C Herpes_gE DUF1180 Glycophorin_A Sigma_reg_N	Rifin_STEVOR/1	PFDG_04789
rifin	pfd		PFDG_04771	PFDG_04771   conserved hypothetical protein		OC.530158	268	1149	Rifin_STEVOR Tex_N	Rifin_STEVOR/1	PFDG_04771
rifin	pfd		PFDG_04717	PFDG_04717   conserved hypothetical protein		OC.530158	288	1171	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_04717
rifin	pfd		PFDG_04691	PFDG_04691   conserved hypothetical protein		OC.530158	164	707	Rifin_STEVOR SPACA7 DUF539 CHASE3 YkuI_C	Rifin_STEVOR/1	PFDG_04691
rifin	pfd		PFDG_04690	PFDG_04690   conserved hypothetical protein		OC.530158	76	383	Rifin_STEVOR Antimicrobial10	Rifin_STEVOR/1	PFDG_04690
rifin	pfd		PFDG_04544	PFDG_04544   predicted protein		OC.530158	201	774	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_04544
rifin	pfd		PFDG_04455	PFDG_04455   conserved hypothetical protein		OC.530158	293	882	Rifin_STEVOR CENP-R DUF1230 Adeno_E3_CR2 DUF2721 DUF912 TMEM154 DUF3377 SecD_SecF Syndecan RseC_MucC DUF4199	Rifin_STEVOR/1	PFDG_04455
rifin	pfd		PFDG_04454	PFDG_04454   conserved hypothetical protein		OC.530158	316	951	Rifin_STEVOR DUF912 TMEM154 DUF1180 PrgH PspB DUF3377 Baculo_11_kDa DUF2207 Glycophorin_A Amnionless DAG1 DUF4381 YajC SPACA7 EphA2_TM	Rifin_STEVOR/1 TMEM154/1 	PFDG_04454
rifin	pfd		PFDG_04427	PFDG_04427   conserved hypothetical protein		OC.530158	339	1182	Rifin_STEVOR SecD_SecF PspB DUF912 DAG1 DUF443 TMEM154 CD34_antigen Adeno_E3_CR2 LRRC37AB_C Herpes_gE IncA Antimicrobial_7 zinc_ribbon_2 DUF3377 DUF1191 Cadherin_C_2 Glycophorin_A DUF4083 DUF1180 DUF2207	Rifin_STEVOR/1	PFDG_04427
rifin	pfd		PFDG_04350	PFDG_04350   predicted protein		OC.741699	113	342	Rifin_STEVOR P12 PspB DUF4064 Phage_holin_6_1 Adeno_E3_CR2 PqiA Glycophorin_A DUF2668 SIT Vpu COX2_TM ASFV_J13L Spore_YhaL	Rifin_STEVOR/1	PFDG_04350
rifin	pfd		PFDG_04323	PFDG_04323   conserved hypothetical protein		OC.530158	331	1114	Rifin_STEVOR PspB DUF1180 AbLIM_anchor zinc_ribbon_2 DUF912 Adeno_E3_CR2	Rifin_STEVOR/1	PFDG_04323
rifin	pfd		PFDG_04322	PFDG_04322   conserved hypothetical protein		OC.530158	295	1225	Rifin_STEVOR DUF912 TMEM154 Claudin_3 DUF1180 DUF2207 DUF1191 BatD PspB Glycophorin_A Shisa Baculo_11_kDa	Rifin_STEVOR/2	PFDG_04322
rifin	pfd		PFDG_04007	PFDG_04007   conserved hypothetical protein		OC.530158	184	1072	Rifin_STEVOR DUF443 DUF912 SecD_SecF PspB Glycophorin_A DUF1180 DUF2681 Lamp Syndecan COX2_TM DUF2207 TMEM154 Herpes_gE RseC_MucC Baculo_11_kDa ECSCR TMEM156 Adeno_E3_CR2 Vpu	Rifin_STEVOR/1	PFDG_04007
rifin	pfd		PFDG_04006	PFDG_04006   conserved hypothetical protein		OC.530158	296	891	Rifin_STEVOR Glycophorin_A ECSCR DUF912 TMEM154 Glycoprotein DUF443 PspB Baculo_11_kDa DUF1180 DUF2207 DUF3377 Adeno_E3_CR2	Rifin_STEVOR/1 Glycophorin_A/1 DUF912/1 ECSCR/1	PFDG_04006
rifin	pfd		PFDG_03984	PFDG_03984   predicted protein		OC.530158	208	627	Rifin_STEVOR TMEM154 PalH ABC2_membrane_3 DUF2207 ECSCR DUF912 Sigma_reg_N PspB Herpes_gE DUF3377 DUF1180 MSC DUF443 Amnionless	Rifin_STEVOR/1	PFDG_03984
rifin	pfd		PFDG_03983	PFDG_03983   predicted protein		OC.530158	181	676	Rifin_STEVOR TMEM154 DUF912 DAG1 DUF1180 Baculo_11_kDa Glycophorin_A DUF3377 PspB PalH DUF1191 TMEM156 MMPL ABC2_membrane_3 Protocadherin GP41 DUF2207 Peptidase_M56 Amnionless Adeno_E3_CR2 DUF2937 DUF3609 LRRC37AB_C Plasmodium_Vir EphA2_TM Cadherin_C_2	Rifin_STEVOR/1 DUF1180/1 DUF912/1 TMEM154/1 DAG1/1 Baculo_11_kDa/1  	PFDG_03983
rifin	pfd		PFDG_03938	PFDG_03938   hypothetical protein		OC.530158	323	1152	Rifin_STEVOR TMEM154 DUF2207 DUF912 N2227 DUF1180 DUF4381 OmdA LRRC37AB_C Amnionless	Rifin_STEVOR/1	PFDG_03938
rifin	pfd		PFDG_03710	PFDG_03710   conserved hypothetical protein		OC.530158	276	1149	Rifin_STEVOR DUF912 TMEM154 Baculo_11_kDa Adeno_E3_CR2 DUF443 PspB COX2_TM ABC2_membrane EphA2_TM DUF2207 DUF1191 DUF3377 Cadherin_C_2 YajC Syndecan DUF4083 DUF1180 TMEM156 Glycophorin_A	Rifin_STEVOR/2	PFDG_03710
rifin	pfd		PFDG_03709	PFDG_03709   conserved hypothetical protein		OC.530158	291	1398	Rifin_STEVOR TMEM154 DUF912 PspB Glycophorin_A DUF3377 DUF1180 YajC Baculo_11_kDa Adeno_E3_CR2	Rifin_STEVOR/2	PFDG_03709
rifin	pfd		PFDG_03706	PFDG_03706   conserved hypothetical protein		OC.530158	368	1707	Rifin_STEVOR DUF912 TMEM154 DUF2207 Glycophorin_A DUF1191 DAG1 DUF3377 DUF3827 TrbL Baculo_11_kDa Adeno_E3_CR2 DUF4381 YajC IncA PspB Protocadherin EphA2_TM DUF4692 Lamp Sigma_reg_N DUF1180	Rifin_STEVOR/1 TMEM154/1 DUF912/1 	PFDG_03706
rifin	pfd		PFDG_03566	PFDG_03566   conserved hypothetical protein		OC.530158	333	1221	Rifin_STEVOR TMEM154 DUF912 DUF1180 PalH DUF1191 PspB Baculo_11_kDa zinc_ribbon_2 DUF2207	Rifin_STEVOR/1	PFDG_03566
rifin	pfd		PFDG_03565	PFDG_03565   predicted protein		OC.530158	330	1103	Rifin_STEVOR DUF912 DUF1191 DUF2207 DUF1180 Tmemb_9 DUF443 TMEM154 DUF2721 Amnionless MCU DUF3377 Fusion_gly_K DUF1738 Adeno_E3_CR2 Protocadherin DUF4083 EphA2_TM Syndecan DUF4199 Cadherin_C_2 Glycophorin_A	Rifin_STEVOR/1 DUF912/1	PFDG_03565
rifin	pfd		PFDG_03424	PFDG_03424   hypothetical protein		OC.530158	346	1303	Rifin_STEVOR DUF912 TMEM154 DUF3377 DUF2207 PspB DAG1 SecD_SecF DUF1191 Adeno_E3_CR2 DUF1180 Glycophorin_A Protocadherin Syndecan IncA Cadherin_C_2	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_03424
rifin	pfd		PFDG_03200	PFDG_03200   conserved hypothetical protein		OC.530158	313	1094	Rifin_STEVOR TMEM154 DUF912 Glycophorin_A 7tm_1 PspB DUF3377 TRP DUF2207 COX2_TM Adeno_E3_CR2 Baculo_11_kDa DUF1191 ECSCR Sigma_reg_N DUF1049 DUF1180 Myc_target_1 CcmD SNARE_assoc TMEM156 Syndecan YajC DUF4366 DUF4381	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_03200
rifin	pfd		PFDG_03199	PFDG_03199   conserved hypothetical protein		OC.530158	77	436	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_03199
rifin	pfd		PFDG_03198	PFDG_03198   conserved hypothetical protein		OC.530158	314	1096	Rifin_STEVOR PspB DUF4381 TMEM154 BPD_transp_1 DUF3377 DUF2207 DUF3329 DUF912	Rifin_STEVOR/1	PFDG_03198
rifin	pfd		PFDG_03057	PFDG_03057   predicted protein		OC.530158	185	555	Rifin_STEVOR zf-DNA_Pol AbLIM_anchor	Rifin_STEVOR/1	PFDG_03057
rifin	pfd		PFDG_03054	PFDG_03054   hypothetical protein		OC.530158	321	1186	Rifin_STEVOR Glycoprotein_B Apolipoprotein PspB DUF2207 HHH_5 DUF202 PMT_4TMC DUF912 AbLIM_anchor	Rifin_STEVOR/1 Glycoprotein_B/1	PFDG_03054
rifin	pfd		PFDG_03053	PFDG_03053   conserved hypothetical protein		OC.530158	373	1376	Rifin_STEVOR DUF912 DUF1180 Baculo_11_kDa TMEM154 DUF443 Adeno_E3_CR2 Peptidase_M56 DUF3377 DAG1 MGC-24 Amnionless TRP Protocadherin DUF2207 PspB YajC EphA2_TM Glycophorin_A	Rifin_STEVOR/1 DUF912/1	PFDG_03053
rifin	pfd		PFDG_03036	PFDG_03036   predicted protein		OC.530158	195	588	Rifin_STEVOR TMEM154 DUF912 DUF1180 PspB PrgH DUF3377 DUF2207 Glycophorin_A Baculo_11_kDa Adeno_E3_CR2 LRRC37AB_C TRP DAG1 DUF1191 DUF4381 YajC MSC Amnionless Protocadherin EphA2_TM LAX Vpu	Rifin_STEVOR/1 TMEM154/1 DUF912/1	PFDG_03036
rifin	pfd		PFDG_03035	PFDG_03035   conserved hypothetical protein		OC.530158	222	669	Rifin_STEVOR DUF912 DUF3377 DUF2721 SecD_SecF TMEM154 VPS28 Syndecan Adeno_E3_CR2 DUF1180 Amnionless	Rifin_STEVOR/1	PFDG_03035
rifin	pfd		PFDG_02920	PFDG_02920   conserved hypothetical protein		OC.530158	204	684	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_02920
rifin	pfd		PFDG_02919	PFDG_02919   conserved hypothetical protein		OC.530158	314	1092	Rifin_STEVOR TMEM154 DUF4381 DUF912 DUF2207 Baculo_11_kDa Z1 ASFV_J13L Glycophorin_A DUF3377 ECSCR DUF1180 DUF1191 PspB LRRC37AB_C DUF4083 Viral_Beta_CD MSC	Rifin_STEVOR/1 LMBR1/1 TMEM154/1	PFDG_02919
rifin	pfd		PFDG_02918	PFDG_02918   conserved hypothetical protein		OC.530158	325	1282	Rifin_STEVOR AbLIM_anchor	Rifin_STEVOR/1	PFDG_02918
rifin	pfd		PFDG_02508	PFDG_02508   conserved hypothetical protein		OC.530158	324	1880	Rifin_STEVOR ARPC4	Rifin_STEVOR/1	PFDG_02508
rifin	pfd		PFDG_02505	PFDG_02505   conserved hypothetical protein		OC.530158	369	1362	Rifin_STEVOR DUF443 DUF2207 CstA PalH DUF912 RGCC PspB DUF3377 Adeno_E3_CR2 zinc_ribbon_2 Amnionless DUF1180 YajC TMEM154 Fucose_iso_N2	Rifin_STEVOR/1	PFDG_02505
rifin	pfd		PFDG_02473	PFDG_02473   conserved hypothetical protein		OC.530158	257	774	Rifin_STEVOR PspB DUF912 TMEM154 DUF1191 DUF3329 ASFV_J13L DUF2207 DUF4381 CD225 Amnionless	Rifin_STEVOR/1	PFDG_02473
rifin	pfd		PFDG_02423	PFDG_02423   predicted protein		OC.530158	242	729	Rifin_STEVOR DUF1180 TMEM154 DUF912 DUF2207 PspB Glycophorin_A Baculo_11_kDa YajC Herpes_gE CDC50 Adeno_E3_CR2 DUF3377 DAG1	Rifin_STEVOR/1 DUF1180/1 TMEM154/1 DUF912/1 	PFDG_02423
rifin	pfd		PFDG_02076	PFDG_02076   conserved hypothetical protein		OC.530158	212	636	Rifin_STEVOR GNAT_acetyltran	Rifin_STEVOR/1	PFDG_02076
rifin	pfd		PFDG_02075	PFDG_02075   conserved hypothetical protein		OC.530158	62	302	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_02075
rifin	pfd		PFDG_02074	PFDG_02074   conserved hypothetical protein		OC.530158	329	1250	Rifin_STEVOR DUF912 OSTbeta PspB ETRAMP Adeno_E3_CR2 AbLIM_anchor Retrotrans_gag DUF4059	Rifin_STEVOR/1	PFDG_02074
rifin	pfd		PFDG_02073	PFDG_02073   conserved hypothetical protein		OC.530158	298	1057	Rifin_STEVOR TMEM154 DUF912 Sulf_transp BatD Glycophorin_A Shisa DUF4381 DUF1180 DUF2207 PspB DUF1191 DAG1 Glucos_trans_II Amnionless MSC	Rifin_STEVOR/1	PFDG_02073
rifin	pfd		PFDG_02072	PFDG_02072   conserved hypothetical protein		OC.530158	364	1348	Rifin_STEVOR DUF912 DUF1180 DUF2207 TMEM154 PspB DUF1191 Baculo_11_kDa LRRC37AB_C Glycophorin_A IncA DUF3377 YajC Protocadherin Adeno_E3_CR2 Lamp	Rifin_STEVOR/1 DUF912/1	PFDG_02072
rifin	pfd		PFDG_02071	PFDG_02071   conserved hypothetical protein		OC.530158	334	1421	Rifin_STEVOR DUF912 TMEM154 EspB DUF1191 BatD DUF2207 DUF1180 DUF4381 TraG_N PspB Glycophorin_A Exonuc_VII_L Baculo_11_kDa Amnionless	Rifin_STEVOR/1 DUF912/1	PFDG_02071
rifin	pfd		PFDG_02069	PFDG_02069   predicted protein		OC.530158	96	447	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_02069
rifin	pfd		PFDG_02025	PFDG_02025   hypothetical protein		OC.530158	341	1232	Rifin_STEVOR TMEM154 Apolipoprotein DUF912 DUF2207 DUF3810 zinc_ribbon_2 DUF3377 DUF1191 ECSCR AbLIM_anchor DUF1180	Rifin_STEVOR/1 TMEM154/1	PFDG_02025
rifin	pfd		PFDG_02024	PFDG_02024   conserved hypothetical protein		OC.530158	375	1359	Rifin_STEVOR DUF912 TMEM154 PspB DUF2207 DUF1191 DAG1 Protocadherin DUF3377 Glycophorin_A IncA ECSCR Adeno_E3_CR2 YajC Baculo_11_kDa	Rifin_STEVOR/1 DUF912/1 TMEM154/1	PFDG_02024
rifin	pfd		PFDG_02022	PFDG_02022   conserved hypothetical protein		OC.530158	197	594	Rifin_STEVOR DUF912 TMEM154 DUF1191 PspB DUF1180 TctA DUF443 DUF2207 DUF4199 MSC DUF3377 ECSCR Adeno_E3_CR2 Herpes_gE Sigma_reg_N Baculo_11_kDa P12 DUSP YajC Syndecan ASFV_J13L	Rifin_STEVOR/1 DUF1191/1 TMEM154/1 DUF912/1 	PFDG_02022
rifin	pfd		PFDG_02021	PFDG_02021   conserved hypothetical protein		OC.530158	96	445	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_02021
rifin	pfd		PFDG_01749	PFDG_01749   conserved hypothetical protein		OC.530158	282	849	Rifin_STEVOR Rhabdo_glycop DUF912 zinc_ribbon_2 SKG6 PspB TMEM154 ASFV_J13L Adeno_E3_CR2 DUF1191 SecD_SecF Lamp DUF3377 DUF1180 DUF2207 YajC	Rifin_STEVOR/1	PFDG_01749
rifin	pfd		PFDG_01748	PFDG_01748   conserved hypothetical protein		OC.530158	343	1230	Rifin_STEVOR PspB DUF912 DUF2207 TMEM154 ASFV_J13L BPD_transp_1 DUF3810 Adeno_E3_CR2 ECSCR DUF1180 DUF1191 AbLIM_anchor DUF3377 Herpes_gE DUF4199 DUF4381 DAG1 YajC Baculo_E56	Rifin_STEVOR/1	PFDG_01748
rifin	pfd		PFDG_01747	PFDG_01747   conserved hypothetical protein		OC.530158	371	1271	Rifin_STEVOR PalH DUF912 DUF1180 DUF443 Glucos_trans_II PspB BPD_transp_1 DUF2207 DUF3377 Adeno_E3_CR2 Glycophorin_A DUF4366 Oxygenase-NA DUF3810 AAT YajC	Rifin_STEVOR/1	PFDG_01747
rifin	pfd		PFDG_01038	PFDG_01038   conserved hypothetical protein		OC.530158	370	1330	Rifin_STEVOR DUF912 DUF443 TMEM154 Amnionless DUF3377 DUF2207 Baculo_11_kDa PspB DUF1180 DUF1191 Protocadherin Glycophorin_A DUF4366 YajC DUF4381 EphA2_TM IncA	Rifin_STEVOR/1 DUF912/1	PFDG_01038
rifin	pfd		PFDG_01035	PFDG_01035   conserved hypothetical protein		OC.530158	319	960	Rifin_STEVOR TMEM154 DUF1191 PspB DUF2207 DUF912 Adeno_E3_CR2 Baculo_11_kDa IlvC DUF1180 DUF1230 Glycophorin_A IncA DUF3377 CcmD ECSCR Syndecan	Rifin_STEVOR/1 TMEM154/1	PFDG_01035
rifin	pfd		PFDG_01021	PFDG_01021   conserved hypothetical protein		OC.530158	301	906	Rifin_STEVOR TMEM154 DUF443 DUF912 DUF2207 DUF3377 DUF1191 Adeno_E3_CR2 BatD Glycophorin_A DUF1180 Baculo_11_kDa DUF4381 MscL Syndecan Holin_BhlA PspB	Rifin_STEVOR/1	PFDG_01021
rifin	pfd		PFDG_01017	PFDG_01017   conserved hypothetical protein		OC.530158	105	316	Rifin_STEVOR VirArc_Nuclease	Rifin_STEVOR/1	PFDG_01017
rifin	pfd		PFDG_01016	PFDG_01016   conserved hypothetical protein		OC.530158	335	1451	Rifin_STEVOR zf-DNA_Pol AbLIM_anchor	Rifin_STEVOR/1	PFDG_01016
rifin	pfd		PFDG_01015	PFDG_01015   conserved hypothetical protein		OC.530158	347	1044	Rifin_STEVOR DUF912 TMEM154 GP41 DUF2207 Plasmodium_Vir Baculo_11_kDa DUF4366 DUF3377 DUF3609 PspB Glycophorin_A DUF1180 DUF1191 Protocadherin YajC zf-DNA_Pol Viral_Beta_CD PmbA_TldD Adeno_E3_CR2 Syndecan EphA2_TM IncA	Rifin_STEVOR/1 GP41/1 DUF912/1 TMEM154/1	PFDG_01015
rifin	pfd		PFDG_00861	PFDG_00861   conserved hypothetical protein		OC.530158	231	696	Rifin_STEVOR DUF912 DUF1180 Baculo_11_kDa TMEM154 DUF2207 DUF443 DUF2663 BatD DUF3377 DUF1191 PspB Adeno_E3_CR2 Cadherin_C_2 Shisa Amnionless RseC_MucC Protocadherin DUF4199 LAX EphA2_TM Vpu	Rifin_STEVOR/1 DUF1180/1 DUF912/1 Baculo_11_kDa/1	PFDG_00861
rifin	pfd		PFDG_00860	PFDG_00860   conserved hypothetical protein		OC.530158	319	960	Rifin_STEVOR DUF912 TMEM154 Baculo_11_kDa DUF2207 PspB Glycophorin_A DUF1180 Vut_1 DUF1191 DUF3377 PalH DUF3827 PMT_4TMC DUF4366 DAG1 Amnionless EphA2_TM	Rifin_STEVOR/1 DUF912/1 TMEM154/1  Baculo_11_kDa/1	PFDG_00860
rifin	pfd		PFDG_00856	PFDG_00856   conserved hypothetical protein		OC.530158	317	1098	Rifin_STEVOR PspB TMEM154 DUF912 DUF4199 DUF3377 DUF2207 DUF3810 DUF1180 DUF4386 DUF4381 Cyt_c_ox_IV ECSCR PRP1_N FAM209	Rifin_STEVOR/1	PFDG_00856
rifin	pfd		PFDG_00855	PFDG_00855   conserved hypothetical protein		OC.530158	316	951	Rifin_STEVOR TMEM154 DUF2207 RHD3 PspB ABC2_membrane_3 Glycophorin_A zf-DNA_Pol Adeno_E3_CR2 Baculo_11_kDa DUF912 DUF3377	Rifin_STEVOR/1	PFDG_00855
rifin	pfd		PFDG_00841	PFDG_00841   rifin		OC.530158	346	1203	Rifin_STEVOR DUF2207 DUF1180 DUF912 ASFV_J13L PspB TctA Baculo_E56 TMEM154 IncA Adeno_E3_CR2 DUF3377 DUF1191 Herpes_gE YajC	Rifin_STEVOR/1	PFDG_00841
rifin	pfd		PFDG_00707	PFDG_00707   conserved hypothetical protein		OC.530158	364	1557	Rifin_STEVOR DUF912 Baculo_11_kDa TMEM154 Vut_1 RGCC ABC2_membrane_3 PspB YajC DUF3827 DUF3377 DUF1180 Syndecan Glycophorin_A EphA2_TM Adeno_E3_CR2	Rifin_STEVOR/1 DUF912/1	PFDG_00707
rifin	pfd		PFDG_00706	PFDG_00706   conserved hypothetical protein		OC.530158	315	1096	Rifin_STEVOR TMEM154 BatD DUF912 Glycophorin_A Ninjurin DUF3377 DUF2207 PspB DUF1180 DUF1191 ECSCR DUF4381 AbLIM_anchor DUF3810	Rifin_STEVOR/1 TMEM154/1	PFDG_00706
rifin	pfd		PFDG_00705	PFDG_00705   conserved hypothetical protein		OC.530158	326	1719	Rifin_STEVOR TMEM100 Baculo_11_kDa PspB DUF912 TMEM154 DUF1191 Glycophorin_A AbLIM_anchor DUF2207 TMEM156 Adeno_E3_CR2	Rifin_STEVOR/1	PFDG_00705
rifin	pfd		PFDG_00704	PFDG_00704   conserved hypothetical protein		OC.530158	350	1272	Rifin_STEVOR DUF912 TMEM154 DUF3377 PspB DUF1191 Adeno_E3_CR2 Baculo_11_kDa DUF4199 IncA EphA2_TM Glycophorin_A	Rifin_STEVOR/1	PFDG_00704
rifin	pfd		PFDG_00703	PFDG_00703   conserved hypothetical protein		OC.530158	329	1710	Rifin_STEVOR DUF912 Baculo_11_kDa TMEM154 DUF3377 PspB DUF1191 ASFV_J13L MAM1 Herpes_gE Adeno_E3_CR2 DUF1180 TcdA_TcdB DAG1 HAD Protocadherin DUF1230 DUF2207 Cadherin_C_2 IncA	Rifin_STEVOR/1 DUF912/1 	PFDG_00703
rifin	pfd		PFDG_00702	PFDG_00702   conserved hypothetical protein		OC.530158	342	1184	Rifin_STEVOR DUF2207 TMEM154 DUF3377 DUF912 DUF1180 PspB Rax2 ASFV_J13L Adeno_E3_CR2 Glycophorin_A DUF443 Baculo_E56 DUF1191 IncA PIG-U Baculo_11_kDa Herpes_gE ECSCR YajC DUF4381 DUF3827	Rifin_STEVOR/1 TMEM154/1 	PFDG_00702
rifin	pfd		PFDG_00657	PFDG_00657   hypothetical protein		OC.530158	348	1194	Rifin_STEVOR DUF912 DUF2207 DUF1191 TMEM154 Glycophorin_A PspB Cadherin_C_2 Baculo_11_kDa DUF1180 PDEase_I_N DUF3377 Fusion_gly_K DUF3813 Adeno_E3_CR2 DAG1	Rifin_STEVOR/1	PFDG_00657
rifin	pfd		PFDG_00656	PFDG_00656   conserved hypothetical protein		OC.530158	372	1274	Rifin_STEVOR DUF2207 DUF3377 TMEM156 Baculo_11_kDa DUF912 Protocadherin Glycophorin_A Adeno_E3_CR2 TMEM154 DUF4366 SIT PspB zinc_ribbon_2	Rifin_STEVOR/1	PFDG_00656
rifin	pfd		PFDG_00654	PFDG_00654   conserved hypothetical protein		OC.530158	380	1373	Rifin_STEVOR TMEM154 DUF912 DUF1180 DUF2207 PspB DUF443 DUF1191 DUF3377 Glycophorin_A UPF0449 Baculo_11_kDa Protocadherin	Rifin_STEVOR/1 TMEM154/1 DUF912/1 	PFDG_00654
rifin	pfd		PFDG_00601	PFDG_00601   hypothetical protein		OC.530158	359	1242	Rifin_STEVOR DUF2207 Baculo_11_kDa DUF912 MCU DUF2755 TMEM154 Adeno_E3_CR2 Peptidase_M56 PCEMA1 DUF1180 DUF3377 DUF1510 PspB DUF443 EphA2_TM	Rifin_STEVOR/1 Baculo_11_kDa/1	PFDG_00601
rifin	pfd		PFDG_00595	PFDG_00595   conserved hypothetical protein		OC.530158	316	1124	Rifin_STEVOR DUF2207 DUF1180 SecD_SecF DUF912 DUF443 DUF1191 Peptidase_M56 TMEM154 PspB Adeno_E3_CR2 ASFV_J13L Baculo_11_kDa AbLIM_anchor DUF4381 YajC Amnionless IncA	Rifin_STEVOR/1	PFDG_00595
rifin	pfd		PFDG_00591	PFDG_00591   conserved hypothetical protein		OC.530158	221	841	Rifin_STEVOR Adeno_E3_CR2 DUF912 Baculo_11_kDa Glycophorin_A DUF3377 SIT PspB	Rifin_STEVOR/2	PFDG_00591
rifin	pfd		PFDG_00590	PFDG_00590   conserved hypothetical protein		OC.530158	73	347	Rifin_STEVOR	Rifin_STEVOR/1	PFDG_00590
rifin	pfd		PFDG_00589	PFDG_00589   conserved hypothetical protein		OC.530158	312	1390	Rifin_STEVOR Retrotrans_gag CPL	Rifin_STEVOR/1	PFDG_00589
rifin	pfd		PFDG_00502	PFDG_00502   conserved hypothetical protein		OC.530158	301	906	Rifin_STEVOR DUF3377 DUF2207 DUF912 TMEM154 PspB DUF1180 Adeno_E3_CR2 Baculo_11_kDa EphA2_TM Glycophorin_A COX2_TM	Rifin_STEVOR/1	PFDG_00502
rifin	pfd		PFDG_00501	PFDG_00501   conserved hypothetical protein		OC.530158	317	1244	Rifin_STEVOR DUF912 TMEM154 Adeno_E3_CR2 PspB DUF3377 DUF1191 Baculo_11_kDa PalH DUF1180 DUF2937 Glycophorin_A IncA DUF4381 DUF2207	Rifin_STEVOR/2 DUF912/1	PFDG_00501
rifin	pfd		PFDG_00499	PFDG_00499   conserved hypothetical protein		OC.530158	333	1205	Rifin_STEVOR Rhabdo_glycop DUF912 PspB TMEM154 DUF2207 DUF3810 DUF1180 ASFV_J13L Adeno_E3_CR2 ECSCR	Rifin_STEVOR/1	PFDG_00499
